name,season,school,conf,class,G,GS,MP_per,FG_per,FGA_per,FG%_per,2P_per,2PA_per,2P%_per,3P_per,3PA_per,3P%_per,FT_per,FTA_per,FT%_per,ORB_per,DRB_per,TRB_per,AST_per,STL_per,BLK_per,TOV_per,PF_per,PTS_per,SOS
Derrick Byars,,Virginia,,,62,34,20.9,2.6,5.6,0.456,1.7,3.3,0.502,0.9,2.3,0.389,1,1.5,0.667,1.1,2,3.1,1,0.7,0.2,1.4,2.2,7,
Derrick Byars,,Vanderbilt,,,64,64,31.5,5.3,11.3,0.467,3,5.7,0.531,2.2,5.5,0.4,2.1,2.9,0.713,1.2,3,4.3,3.3,1.2,0.2,2.4,2.4,14.8,
Gary Collier,1990-91,Tulsa,MVC,FR,26,0,9,1.2,2.2,0.517,1.2,2.2,0.536,0,0.1,0,0.2,0.2,0.8,,,1.7,0.2,0.3,0.1,0.5,1.1,2.5,2.77
Gary Collier,1991-92,Tulsa,MVC,SO,30,30,30.7,5,10.7,0.467,3.7,7.4,0.507,1.3,3.3,0.38,2.1,2.6,0.797,,,5.6,0.8,0.8,0.2,1.3,2.7,13.4,0.93
Gary Collier,1992-93,Tulsa,MVC,JR,29,,32.3,5.8,10.9,0.535,4.4,7.8,0.562,1.4,3.1,0.467,1.9,2.8,0.679,,,5.7,1.4,0.8,0,1.4,2.8,15,2.29
Gary Collier,1993-94,Tulsa,MVC,SR,31,31,35.5,8.2,15.8,0.518,5.2,9.3,0.557,3,6.5,0.463,3.5,4.5,0.773,,,6.7,2.4,1.1,0.2,1.9,2.1,22.9,2.5
Gary Collier,Career,Tulsa,,,116,61,27.5,5.2,10.2,0.509,3.7,6.8,0.543,1.5,3.4,0.44,2,2.6,0.755,,,5.1,1.3,0.8,0.1,1.3,2.2,13.9,2.12
Steve Hood,1986-87,Maryland,ACC,FR,26,26,34.5,5.2,11.2,0.469,3.9,8.1,0.481,1.3,3.1,0.438,2.4,3.7,0.653,,,3.9,2.2,0.9,0.2,2.9,2.6,14.2,6.14
Steve Hood,1987-88,Maryland,ACC,SO,29,21,20.9,2.8,5.7,0.482,1.9,3.4,0.551,0.9,2.3,0.382,1.4,1.9,0.741,,,2.5,1.9,0.4,0,1.6,1.7,7.8,8.75
Steve Hood,1988-89,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Hood,1989-90,James Madison,CAA,JR,31,31,37,7.5,15.4,0.488,5.3,10.8,0.491,2.2,4.5,0.482,4.8,6.5,0.736,1,3.1,4,1.4,1,0.1,2.3,2.2,22,-1.96
Steve Hood,1990-91,James Madison,CAA,SR,29,29,37,6.7,14.4,0.465,4.9,10.2,0.475,1.9,4.2,0.443,5.4,7.4,0.726,,,3.4,1.8,0.7,0.2,2.3,2,20.7,-0.6
Steve Hood,Career,Overall,,,115,107,32.4,5.6,11.8,0.476,4,8.2,0.49,1.6,3.6,0.445,3.5,4.9,0.719,,,3.5,1.8,0.7,0.1,2.3,2.1,16.3,3.08
Steve Hood,,Maryland,,,55,47,27.3,3.9,8.3,0.474,2.8,5.6,0.503,1.1,2.7,0.412,1.9,2.7,0.685,,,3.1,2,0.6,0.1,2.2,2.1,10.8,
Steve Hood,,James Madison,,60,60,37,7.1,14.9,0.478,5.1,10.6,0.483,2,4.4,0.464,5.1,6.9,0.731,,,3.8,1.6,0.8,0.2,2.3,2.1,21.4,,
Donnie Boyce,1991-92,Colorado,Big 8,FR,28,28,33.5,5.8,13.9,0.419,4.9,10.7,0.462,0.9,3.2,0.278,2.4,4.2,0.564,,,4.8,3.1,2.4,1,3.8,3.4,14.9,10.19
Donnie Boyce,1992-93,Colorado,Big 8,SO,27,25,33.2,6.8,15,0.455,6,12.3,0.486,0.9,2.7,0.315,4.6,7.2,0.639,2.6,3.6,6.2,3.6,1.9,0.7,3.6,3.4,19.1,7.62
Donnie Boyce,1993-94,Colorado,Big 8,JR,26,26,34.3,7.3,18.1,0.401,5.8,13.4,0.431,1.5,4.7,0.317,6.3,9,0.708,,,6.7,4.5,2.3,1.5,3.8,3.2,22.4,5.32
Donnie Boyce,1994-95,Colorado,Big 8,SR,26,26,30.8,6,14.8,0.409,4.4,9.7,0.458,1.6,5.1,0.316,4.8,6.8,0.706,,,6.5,4.1,2.5,1.1,3,2.9,18.5,7.37
Donnie Boyce,Career,Colorado,,,107,105,33,6.5,15.4,0.421,5.3,11.5,0.459,1.2,3.9,0.308,4.5,6.7,0.666,,,6,3.8,2.3,1.1,3.5,3.2,18.6,7.63
Jason Lawson,1993-94,Villanova,Big East,FR,32,32,27.8,3.6,6.8,0.523,3.6,6.8,0.523,0,0,,3,5.1,0.583,,,6.6,1.2,0.4,2.8,2.5,4.3,10.1,11.2
Jason Lawson,1994-95,Villanova,Big East,SO,33,33,28.8,4.6,7.8,0.595,4.6,7.8,0.595,0,0,,3.6,4.9,0.73,,,6.7,1.5,0.7,2.6,2.6,3.7,12.9,8.3
Jason Lawson,1995-96,Villanova,Big East,JR,32,32,28.8,4,6.4,0.621,4,6.4,0.624,0,0,0,4.3,6.2,0.693,,,6.8,1.2,0.7,3,2.8,3.3,12.3,11.47
Jason Lawson,1996-97,Villanova,Big East,SR,34,34,31.1,4.1,6.8,0.604,4.1,6.8,0.604,0,0,,4.3,5.7,0.751,,,7.6,1.5,1.1,3.1,2.4,3,12.4,9.44
Jason Lawson,Career,Villanova,,,131,131,29.1,4.1,7,0.586,4.1,6.9,0.587,0,0,0,3.8,5.5,0.692,,,6.9,1.4,0.7,2.9,2.6,3.5,11.9,10.1
Malcolm Lee,2008-09,UCLA,Pac-10,FR,29,0,10.7,1.3,2.6,0.5,1.1,1.9,0.571,0.2,0.7,0.3,0.3,0.8,0.417,0.6,1,1.5,0.6,0.5,0.1,0.8,1.3,3.2,7.19
Malcolm Lee,2009-10,UCLA,Pac-10,SO,32,32,34.8,4.2,9.6,0.432,3.3,6.4,0.522,0.8,3.2,0.252,3,4.3,0.706,1.3,3.2,4.4,3.1,1.1,0.3,2.6,2.3,12.1,7.86
Malcolm Lee,2010-11,UCLA,Pac-10,JR,33,33,33.1,4.3,9.8,0.437,3.1,5.8,0.534,1.2,4,0.295,3.4,4.4,0.778,0.7,2.4,3.1,2,0.7,0.2,1.7,2.4,13.1,7.93
Malcolm Lee,Career,UCLA,,,94,65,26.7,3.3,7.5,0.441,2.6,4.8,0.533,0.8,2.7,0.278,2.3,3.2,0.717,0.8,2.2,3,2,0.8,0.2,1.7,2,9.7,7.66
Jason Jennings,1997-98,Arkansas,SEC,FR,29,0,9.9,1.8,3.5,0.51,1.8,3.5,0.51,0,0,,1.1,1.6,0.689,,,2.6,0.2,0.2,0.9,1,1.2,4.7,5.79
Jason Jennings,1998-99,Arkansas,SEC,SO,31,17,13.1,1.9,3.4,0.567,1.9,3.4,0.567,0,0,,0.5,1,0.438,,,2.7,0.2,0.4,1.2,0.8,1.6,4.3,6.14
Jason Jennings,1999-00,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Jennings,2000-01,Arkansas State,Sun Belt,JR,29,28,26.6,5.6,10.6,0.528,5.6,10.6,0.528,0,0,,2.7,3.8,0.718,2.7,4.4,7.1,1.4,0.3,3.5,2.4,3.3,13.9,-2.75
Jason Jennings,2001-02,Arkansas State,Sun Belt,SR,30,30,28.1,5.7,10,0.567,5.7,10,0.567,0,0,,3.3,4.1,0.79,2.1,4.5,6.6,0.9,0.3,3.4,1.9,3.2,14.6,-1.98
Jason Jennings,Career,Overall,,,119,75,19.4,3.7,6.8,0.545,3.7,6.8,0.545,0,0,,1.9,2.6,0.714,,,4.7,0.6,0.3,2.2,1.5,2.3,9.3,1.8
Jason Jennings,Arkansas,,,60,17,11.6,1.9,3.4,0.539,1.9,3.4,0.539,0,0,,0.8,1.3,0.584,,,2.7,0.2,0.3,1,0.9,1.4,4.5,,
Jason Jennings,Arkansas State,,59,58,27.3,5.6,10.3,0.547,5.6,10.3,0.547,0,0,,3,4,0.756,,,6.8,1.1,0.3,3.4,2.2,3.2,14.3,,,
Lee Nailon,1997-98,TCU,WAC,JR,32,32,33.3,10.3,18.6,0.554,10.3,18.5,0.554,0,0.1,0.5,4.3,5.8,0.745,,,8.9,1.9,1.8,1,3.1,3.4,24.9,2.7
Lee Nailon,1998-99,TCU,WAC,SR,31,30,31.9,8.6,16.9,0.508,8.5,16.4,0.515,0.1,0.5,0.267,5.5,7.7,0.715,,,9.3,2.5,1.2,0.9,3.2,3.6,22.8,4.9
Lee Nailon,Career,TCU,,,63,62,32.6,9.4,17.7,0.532,9.4,17.5,0.536,0.1,0.3,0.294,4.9,6.7,0.728,,,9.1,2.2,1.5,1,3.1,3.5,23.9,3.8
Jerome Jordan,2006-07,Tulsa,CUSA,FR,23,10,7.8,1.3,2.1,0.592,1.3,2.1,0.592,0,0,,0.1,0.5,0.273,0.7,1.4,2.1,0.2,0.1,0.7,0.7,0.9,2.7,-0.11
Jerome Jordan,2007-08,Tulsa,CUSA,SO,39,39,26.2,3.9,7,0.564,3.9,7,0.564,0,0,,2.6,3.8,0.689,2.8,5.1,7.9,0.8,0.4,3.7,2.2,2.8,10.5,2.97
Jerome Jordan,2008-09,Tulsa,CUSA,JR,36,35,27,5,8.5,0.586,5,8.5,0.586,0,0,,3.8,5.2,0.737,2.4,6.1,8.6,0.9,0.4,2.5,2.4,3.1,13.8,4.84
Jerome Jordan,2009-10,Tulsa,CUSA,SR,35,35,29.8,5.3,9.6,0.549,5.3,9.6,0.549,0,0,,4.9,7.1,0.688,2.4,6.7,9.1,1.3,0.5,2.3,2.3,2.8,15.4,2.84
Jerome Jordan,Career,Tulsa,,,133,119,24.2,4.1,7.2,0.567,4.1,7.2,0.567,0,0,,3.1,4.5,0.696,2.2,5.2,7.4,0.8,0.4,2.5,2,2.5,11.3,2.63
Sean Marks,1994-95,California,Pac-10,FR,19,0,9.3,1.2,2.3,0.512,1.2,2.3,0.512,0,0,,0.7,1.3,0.542,,,0.7,0.3,0.3,0.6,0.8,1.4,3,8.89
Sean Marks,1995-96,California,Pac-10,SO,12,0,7.7,0.5,1.8,0.273,0.5,1.8,0.273,0,0,,0.1,0.1,1,,,2,0.3,0.1,0.4,0.6,1.4,1.1,6.44
Sean Marks,1996-97,California,Pac-10,JR,29,15,17.7,3.1,6,0.52,2.8,5.5,0.516,0.3,0.5,0.571,1.5,2.2,0.683,,,4.9,0.7,0.5,1,1.5,2,8,10.12
Sean Marks,1997-98,California,Pac-10,SR,26,18,26.1,3.7,7.7,0.478,3.6,7.3,0.495,0.1,0.4,0.182,2.4,3.5,0.689,,,7.6,0.7,1,0.9,2.3,2.8,9.8,7.95
Sean Marks,Career,California,,,86,33,17,2.5,5.1,0.487,2.4,4.8,0.493,0.1,0.3,0.4,1.4,2.1,0.669,,,4.4,0.5,0.6,0.8,1.5,2,6.5,8.35
Alvaro Teheran,1987-88,Houston Christian,TAAC,FR,27,,24.7,4.4,8.5,0.517,4.4,8.5,0.517,0,0,,2.6,4.1,0.64,,,5.7,0.6,0.4,1.6,2.4,2.6,11.4,-2.61
Alvaro Teheran,1988-89,Houston Christian,TAAC,SO,27,,,6,11.4,0.531,6,11.4,0.531,0,0,,2.6,3.8,0.67,,,5.4,0.5,0.4,1.1,2.2,3.4,14.6,-5.33
Alvaro Teheran,1989-90,Houston,SWC,JR,33,,13,1.8,4,0.466,1.8,4,0.466,0,0,,1.7,2.6,0.647,,,3.4,0.4,0.4,0.9,1.1,2,5.4,4.48
Alvaro Teheran,1990-91,Houston,SWC,SR,29,,29.8,5.3,10,0.533,5.3,10,0.533,0,0,,3.6,5.4,0.662,,,8.4,1.1,1,1.8,2.3,2.3,14.3,4.83
Alvaro Teheran,Career,Overall,,,116,,22,4.3,8.3,0.519,4.3,8.3,0.519,0,0,,2.6,3.9,0.656,,,5.7,0.6,0.6,1.3,1.9,2.6,11.2,0.35
Alvaro Teheran,Houston Christian,,54,,24.7,5.2,9.9,0.525,5.2,9.9,0.525,0,0,,2.6,4,0.654,,,5.6,0.6,0.4,1.4,2.3,3,13,,,
Alvaro Teheran,Houston,,,62,,20.9,3.5,6.8,0.512,3.5,6.8,0.512,0,0,,2.6,3.9,0.657,,,5.8,0.7,0.7,1.3,1.6,2.1,9.5,,
Anthony Pelle,1990-91,Villanova,Big East,FR,30,10,8.5,0.6,1.3,0.5,0.6,1.3,0.5,0,0,,0.7,1.2,0.629,,,1.7,0.1,0.2,1,0.7,1.7,2,12.29
Anthony Pelle,1991-92,Villanova,Big East,SO,27,7,11.6,0.7,1.8,0.367,0.7,1.8,0.375,0,0,0,1,1.3,0.75,,,2.5,0.1,0.3,1,1,2.1,2.3,10.24
Anthony Pelle,1992-93,Villanova,Big East,JR,24,6,18.7,2,4.1,0.48,1.8,,,0.1,,,1.4,2.4,0.569,,,3.3,0.5,0.2,1.6,1.3,1.9,5.4,7.16
Anthony Pelle,1993-94,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Pelle,1994-95,Fresno State,WAC,SR,26,26,31.9,3.9,7.7,0.51,3.9,7.7,0.51,0,0,,2.9,4.5,0.65,,,8,1.1,0.9,2,2.4,2.3,10.8,3.55
Anthony Pelle,Career,Overall,,,107,49,17.3,1.7,3.6,0.483,1.7,2.7,0.64,0,,3,1.5,2.3,0.642,,,3.8,0.4,0.4,1.4,1.3,2,5,8.31
Anthony Pelle,Villanova,,,81,23,12.6,1,2.3,0.454,1,,0.942,0,,3,1,1.6,0.636,,,2.5,0.2,0.2,1.2,1,1.9,3.1,,
Anthony Pelle,Fresno State,,,26,26,31.9,3.9,7.7,0.51,3.9,7.6,0.51,0,,,2.9,4.5,0.65,,,8,1.1,0.9,2,2.4,2.3,10.8,,
Reggie Cross,1987-88,Hawaii,WAC,JR,29,,33.9,5.5,11.5,0.477,5.4,11.4,0.477,0,0.1,0.5,4.7,6.4,0.73,,,8.6,1.1,1.1,0.2,3.3,3.5,15.7,4.2
Reggie Cross,1988-89,Hawaii,WAC,SR,30,30,33.6,6.9,13,0.529,6.9,13,0.529,0,0,,4.8,6.3,0.767,3.6,4.5,8.1,1,1.4,0.6,2.8,3.4,18.6,4.87
Reggie Cross,Career,Hawaii,,,59,30,33.7,6.2,12.3,0.506,6.2,12.2,0.506,0,0,0.5,4.7,6.3,0.749,,,8.3,1,1.3,0.4,3.1,3.4,17.2,4.53
Kyle Hill,1997-98,Eastern Illinois,OVC,FR,9,0,9.4,2,4.8,0.419,1.7,3.1,0.536,0.3,1.7,0.2,1.1,1.3,0.833,,,2.1,0.3,0.6,0,0.8,0.7,5.4,-5.89
Kyle Hill,1998-99,Eastern Illinois,OVC,SO,29,22,29.4,6,13.6,0.445,3.9,7.7,0.5,2.2,5.8,0.373,2.3,3.2,0.713,,,4.3,2.7,1.8,0.3,3,1,16.6,-3.83
Kyle Hill,1999-00,Eastern Illinois,OVC,JR,29,29,30.7,7.2,15.3,0.471,5.2,9.9,0.523,2,5.4,0.376,2.6,3.9,0.673,,,4.4,3.6,2,0.6,3.1,1.6,19.1,-1.99
Kyle Hill,2000-01,Eastern Illinois,OVC,SR,31,31,33.6,8.1,17.1,0.473,5.3,10.6,0.497,2.8,6.4,0.432,4.9,5.8,0.839,1.5,3.3,4.9,4,1.5,0.7,2.9,1.8,23.8,-2.45
Kyle Hill,Career,Eastern Illinois,,98,82,29.3,6.7,14.4,0.463,4.5,8.9,0.507,2.2,5.5,0.391,3.1,4.1,0.762,,,4.3,3.2,1.7,0.5,2.8,1.4,18.6,-3.54,
Gordon Malone,1995-96,West Virginia,Big East,SO,26,23,25.4,4.1,7.3,0.56,4,7,0.568,0.1,0.3,0.375,2.2,3.9,0.574,,,6.5,0.9,0.8,1.1,2.5,2.4,10.6,8.17
Gordon Malone,1996-97,West Virginia,Big East,JR,27,19,26,5.1,9.1,0.563,4.9,8.5,0.581,0.2,0.6,0.313,2.3,4.3,0.521,,,8.6,0.9,1,1.1,2,2,12.7,7.35
Gordon Malone,Career,West Virginia,,53,42,25.7,4.6,8.2,0.562,4.5,7.8,0.575,0.2,0.5,0.333,2.2,4.1,0.546,,,7.6,0.9,0.9,1.1,2.3,2.2,11.6,7.76,
Jared Jordan,2003-04,Marist,MAAC,FR,28,20,26.8,2.3,5.5,0.425,2,4.5,0.44,0.4,1,0.357,1.8,2.4,0.731,1.2,2.6,3.8,4,1,0.1,1.8,1.8,6.8,-2.67
Jared Jordan,2004-05,Marist,MAAC,SO,27,26,34,4.3,9.7,0.441,3.3,6.3,0.527,1,3.5,0.287,2.1,3.2,0.655,1,3.4,4.4,6.3,1.3,0.1,2.6,2.1,11.7,-4.31
Jared Jordan,2005-06,Marist,MAAC,JR,29,29,39,5.8,11.8,0.487,3.7,6.2,0.589,2.1,5.6,0.374,2.5,3.3,0.742,1.1,3.7,4.8,8.5,1.7,0,3.2,1.6,16.1,-2.25
Jared Jordan,2006-07,Marist,MAAC,SR,33,33,37.9,6,14.1,0.425,4.3,8.4,0.511,1.7,5.7,0.298,3.5,5.1,0.69,1.4,4.5,5.9,8.7,1.4,0.1,3.3,1.6,17.2,-4.29
Jared Jordan,Career,Marist,,,117,108,34.6,4.7,10.5,0.446,3.3,6.4,0.521,1.3,4,0.326,2.5,3.6,0.702,1.2,3.6,4.8,6.9,1.4,0.1,2.8,1.8,13.1,-3.38
Alexander Johnson,2003-04,Florida State,ACC,FR,33,16,20.8,3.1,5.7,0.551,3.1,5.6,0.554,0,0,0,3.2,4.8,0.675,1.2,3,4.2,0.8,0.8,0.6,2.6,2.8,9.5,8.31
Alexander Johnson,2004-05,Florida State,ACC,SO,30,29,17.5,2.5,5.6,0.455,2.4,5.3,0.462,0.1,0.3,0.333,1.7,2.9,0.575,1.5,2.8,4.3,0.5,0.8,0.5,2.3,2.8,6.8,8.99
Alexander Johnson,2005-06,Florida State,ACC,JR,29,28,24.9,4.4,8.1,0.54,4.1,7.1,0.573,0.3,1,0.31,4.1,5.9,0.706,2.6,4.9,7.4,0.7,1.1,1,2.8,3.2,13.2,4.86
Alexander Johnson,Career,Florida State,,,92,73,21,3.3,6.4,0.52,3.2,6,0.535,0.1,0.4,0.308,3,4.5,0.667,1.7,3.5,5.2,0.7,0.9,0.7,2.6,2.9,9.8,7.38
Joe Vogel,1992-93,Colorado State,WAC,FR,29,2,13,1.8,4.1,0.442,1.8,4,0.443,0.1,0.2,0.4,0.9,1.4,0.61,,,2.1,0.2,0.1,0.6,0.8,2,4.6,2.22
Joe Vogel,1993-94,Colorado State,WAC,SO,28,28,23.2,3.5,7.9,0.446,3.2,6.9,0.464,0.3,1,0.321,1.1,2.1,0.552,,,3.9,0.6,0.7,2,1.4,3.5,8.5,2.04
Joe Vogel,1994-95,Colorado State,WAC,JR,31,24,23.3,3.6,8.1,0.45,3.5,7.8,0.45,0.1,0.3,0.444,2.3,3.3,0.703,,,5.3,0.3,0.5,1.4,1.4,2.5,9.7,3.8
Joe Vogel,1995-96,Colorado State,WAC,SR,27,26,27.9,4.1,8.4,0.489,4,8.2,0.489,0.1,0.2,0.5,2.2,3.1,0.723,,,6.6,0.4,0.5,2.3,1.5,2.8,10.6,5.12
Joe Vogel,Career,Colorado State,,115,80,21.8,3.3,7.1,0.459,3.1,6.7,0.464,0.2,0.4,0.375,1.6,2.5,0.664,,,4.5,0.4,0.5,1.6,1.3,2.7,8.3,3.29,
Tim Pickett,2002-03,Florida State,ACC,JR,29,29,33.1,5.8,15.1,0.382,2.9,6.1,0.466,2.9,8.9,0.324,2.7,3.1,0.865,1.1,4.6,5.7,2.1,2.8,0.3,2.1,3,17.1,7.75
Tim Pickett,2003-04,Florida State,ACC,SR,33,33,29.8,5.6,12.9,0.434,2.3,4.7,0.481,3.3,8.2,0.407,1.9,2.5,0.759,1,3.5,4.5,2.1,2.5,0.4,2.4,2.5,16.5,8.31
Tim Pickett,Career,Florida State,,,62,62,31.4,5.7,13.9,0.408,2.5,5.4,0.473,3.1,8.5,0.367,2.3,2.8,0.814,1,4,5.1,2.1,2.6,0.4,2.3,2.7,16.7,8.03
Toby Bailey Jr,1994-95,UCLA,Pac-10,FR,33,13,25.1,4.2,8.6,0.484,3.5,6.4,0.557,0.6,2.2,0.274,1.6,2.8,0.564,,,4.8,1.9,1.1,0.3,2,2.2,10.5,10.03
Toby Bailey Jr,1995-96,UCLA,Pac-10,SO,31,31,34.3,5.5,12,0.458,3.5,6.9,0.505,2,5.1,0.395,1.8,2.8,0.644,,,4.3,3.4,0.9,0.4,3.6,2.2,14.8,7.34
Toby Bailey Jr,1996-97,UCLA,Pac-10,JR,32,32,35.9,5.2,11.3,0.461,3.9,7.3,0.53,1.3,3.9,0.333,2.4,3.6,0.661,,,5.7,4.8,1.2,0.2,3.7,2.3,14.1,10.43
Toby Bailey Jr,1997-98,UCLA,Pac-10,SR,33,32,35.7,6.2,14.1,0.443,4.8,9.7,0.497,1.4,4.4,0.324,4,5.4,0.737,,,5.9,4.1,1.2,0.7,3.2,2.8,17.9,10.99
Toby Bailey Jr,Career,UCLA,,,129,108,32.7,5.3,11.5,0.459,3.9,7.6,0.519,1.3,3.9,0.341,2.5,3.7,0.667,,,5.2,3.6,1.1,0.4,3.1,2.4,14.3,9.7
Bobby Phills II,1987-88,Southern,SWAC,FR,23,,6.9,1.1,2.3,0.491,1,2,0.5,0.1,0.3,0.429,1.3,1.8,0.714,,,1.8,0.3,0.3,0.1,0.6,0.6,3.7,-7.49
Bobby Phills II,1988-89,Southern,SWAC,SO,31,,29.8,5.4,12.4,0.431,3.9,8.3,0.475,1.4,4.1,0.344,1.4,1.9,0.733,,,4.6,1.8,1.8,0.1,1.6,1.7,13.5,-5.9
Bobby Phills II,1989-90,Southern,SWAC,JR,31,,30.2,7.5,16.6,0.451,3.9,6.9,0.561,3.6,9.7,0.373,1.5,2.3,0.657,,,4.3,2.9,2.1,0.3,1.8,,20.1,-9.12
Bobby Phills II,1990-91,Southern,SWAC,SR,28,,35.2,9.3,22.9,0.406,4.9,10.3,0.476,4.4,12.6,0.348,5.4,7.5,0.72,,,4.7,1.9,3.2,0.5,2.3,,28.4,-12.6
Bobby Phills II,Career,Southern,,,113,,26.6,6.1,14.1,0.429,3.6,7.1,0.499,2.5,7,0.358,2.4,3.4,0.71,,,4,1.8,1.9,0.2,1.6,,17,-8.77
Bryon Russell,1990-91,Long Beach State,Big West,SO,28,,19.7,3,6.9,0.43,2.6,5.9,0.448,0.3,1,0.321,1.6,2.5,0.652,,,5.8,1.5,0.6,0.3,2.2,3.1,7.9,2.51
Bryon Russell,1991-92,Long Beach State,Big West,JR,26,,29.8,4.8,8.7,0.555,4.4,7.7,0.578,0.4,1.1,0.393,3.8,5.8,0.656,,,7.4,1.2,2.1,1,2.2,3.7,13.9,4.15
Bryon Russell,1992-93,Long Beach State,Big West,SR,32,30,30.7,4.8,8.9,0.537,4.4,7.8,0.566,0.3,1.1,0.324,3.3,4.5,0.727,,,6.7,2.1,1.7,0.4,2,3,13.2,2.39
Bryon Russell,Career,Long Beach State,,86,30,26.9,4.2,8.2,0.513,3.8,7.2,0.538,0.4,1,0.344,2.9,4.2,0.683,,,6.6,1.6,1.5,0.6,2.1,3.2,11.7,3.02,
Sean Lampley,1997-98,California,Pac-10,FR,27,12,24.6,3.3,7.3,0.449,3.1,6.6,0.469,0.2,0.7,0.263,1.6,2.7,0.589,,,5.2,1.7,0.6,0.8,1.6,2.3,8.4,7.95
Sean Lampley,1998-99,California,Pac-10,SO,32,24,28.5,4.7,9.6,0.492,4.6,9.2,0.498,0.1,0.4,0.333,2.8,4.4,0.634,,,8.8,1.4,0.7,0.5,2.7,2.7,12.4,7.84
Sean Lampley,1999-00,California,Pac-10,JR,33,32,33.4,6.4,12.6,0.508,6.4,12.1,0.528,0,0.5,0.059,3.8,5.8,0.646,,,7.4,3.1,0.6,0.5,2.9,2.5,16.6,8.62
Sean Lampley,2000-01,California,Pac-10,SR,31,31,34.6,6.7,13.4,0.502,6.5,12.4,0.527,0.2,1.1,0.212,5.8,7.9,0.738,1.5,5.7,7.2,3.3,0.9,0.5,3.6,2.5,19.5,9.09
Sean Lampley,Career,California,,,123,99,30.5,5.4,10.9,0.494,5.2,10.2,0.512,0.1,0.7,0.21,3.6,5.3,0.671,,,7.2,2.4,0.7,0.6,2.7,2.5,14.4,8.37
Richard Dumas,1987-88,Oklahoma State,Big 8,FR,30,26,31.2,6.8,12.4,0.546,6.8,12.3,0.549,0,0.1,0,3.8,5.1,0.747,,,6.4,1.6,1.6,1,3.7,3,17.4,7.83
Richard Dumas,1988-89,Oklahoma State,Big 8,SO,28,28,30.4,6.6,14.7,0.448,6.4,13.9,0.459,0.2,0.8,0.238,2.4,3.8,0.617,,,7,2.6,2.5,1.1,2.9,3,15.7,6.1
Richard Dumas,1989-90,Oklahoma State,Big 8,JR,12,7,23,5.2,9.4,0.549,5.2,9.2,0.564,0,0.3,0,2.3,3.7,0.636,,,5.4,2.3,1.5,0.4,2.8,1.7,12.7,8.78
Richard Dumas,Career,Oklahoma State,,70,61,29.5,6.4,12.8,0.501,6.3,12.4,0.51,0.1,0.4,0.192,3,4.4,0.685,,,6.5,2.1,1.9,0.9,3.2,2.8,15.9,7.57,
Robert Werdann,1988-89,St. John's (NY),Big East,FR,29,,26.7,3.2,6.6,0.495,3.2,6.5,0.5,0,0.1,0,1.4,2.1,0.667,,,6.6,1.3,0.9,1.1,2.7,3.8,7.9,8.12
Robert Werdann,1989-90,St. John's (NY),Big East,SO,34,34,29.1,3.6,7.2,0.504,3.6,7.2,0.504,0,0,,2.4,3.6,0.667,,,7.6,0.8,0.9,1.9,2.4,3.6,9.7,7.28
Robert Werdann,1990-91,St. John's (NY),Big East,JR,32,,29.5,4,8.1,0.494,4,8.1,0.492,0,0,1,3.3,4.5,0.724,,,7.1,1.4,1.2,2.2,2.8,3.5,11.3,9.49
Robert Werdann,1991-92,St. John's (NY),Big East,SR,12,,23.8,3.3,7.3,0.46,3.3,7.3,0.46,0,0,,2.9,4.3,0.673,,,5.8,1.6,1.1,1.8,2.3,3.8,9.6,9.35
Robert Werdann,Career,St. John's (NY),,107,34,28,3.6,7.3,0.494,3.6,7.3,0.494,0,0,0.333,2.4,3.6,0.689,,,7,1.2,1,1.8,2.6,3.7,9.7,8.56,
Richard Petruska,1990-91,Loyola Marymount,WCC,SO,28,25,22.8,6.7,11.4,0.589,6.7,11.3,0.593,0,0.1,0,3,4.4,0.683,,,7.6,0.4,0.9,2,2.1,3.4,16.4,0.4
Richard Petruska,1991-92-RS,UCLA,Pac-10,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Petruska,1992-93,UCLA,Pac-10,SR,33,33,26.3,4.9,9.9,0.498,4.9,9.7,0.503,0.1,0.2,0.286,1.8,3.1,0.598,,,6.2,0.9,0.9,1.8,2,3.2,11.8,9.05
Richard Petruska,Career,Overall,,,61,58,24.7,5.8,10.6,0.543,5.7,10.4,0.548,0,0.1,0.222,2.4,3.7,0.644,,,6.9,0.7,0.9,1.9,2.1,3.3,13.9,4.72
Richard Petruska,Loyola Marymount,,28,25,22.8,6.7,11.4,0.589,6.7,11.3,0.593,0,0.1,0,3,4.4,0.683,,,7.6,0.4,0.9,2,2.1,3.4,16.4,,,
Richard Petruska,UCLA,,,33,33,26.3,4.9,9.9,0.498,4.9,9.7,0.503,0.1,0.2,0.286,1.8,3.1,0.598,,,6.2,0.9,0.9,1.8,2,3.2,11.8,,
Andrae Patterson,1994-95,Indiana,Big Ten,FR,28,19,19.3,3,6.1,0.494,2.9,5.8,0.494,0.1,0.3,0.5,1.1,1.6,0.689,,,3.9,0.8,0.6,0.6,1.8,2.9,7.3,9.03
