name,season,school,conf,class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Eduardo Najera,1999-00,Oklahoma,Big 12,SR,34,34,1162,234,514,0.455,216,432,0.5,18,82,0.22,139,202,0.688,,,314,72,59,25,82,97,625
Eduardo Najera,Career,Oklahoma,,,126,102,3856,612,1423,0.43,527,1128,0.467,85,295,0.288,337,504,0.669,,,910,215,193,89,257,364,1646
Spencer Dinwiddie,2011-12,Colorado,Pac-12,FR,36,36,988,99,246,0.402,57,150,0.38,42,96,0.438,120,147,0.816,25,106,131,64,27,9,50,84,360
Spencer Dinwiddie,2012-13,Colorado,Pac-12,SO,33,33,1073,130,313,0.415,83,174,0.477,47,139,0.338,198,240,0.825,9,96,105,99,44,16,73,65,505
Spencer Dinwiddie,2013-14,Colorado,Pac-12,JR,17,17,529,61,131,0.466,35,68,0.515,26,63,0.413,102,119,0.857,8,44,52,64,26,4,30,32,250
Spencer Dinwiddie,Career,Colorado,,,86,86,2590,290,690,0.42,175,392,0.446,115,298,0.386,420,506,0.83,42,246,288,227,97,29,153,181,1115
Jon Brockman,2005-06,Washington,Pac-10,FR,33,32,794,116,224,0.518,116,224,0.518,0,0,,46,69,0.667,85,130,215,24,35,3,46,84,278
Jon Brockman,2006-07,Washington,Pac-10,SO,32,32,921,175,318,0.55,175,318,0.55,0,0,,103,156,0.66,117,190,307,35,24,4,84,90,453
Jon Brockman,2007-08,Washington,Pac-10,JR,32,31,1009,237,442,0.536,237,442,0.536,0,0,,94,181,0.519,141,229,370,35,21,8,76,94,568
Jon Brockman,2008-09,Washington,Pac-10,SR,34,34,1036,190,361,0.526,190,360,0.528,0,1,0,126,197,0.64,144,247,391,39,31,3,65,102,506
Jon Brockman,Career,Washington,,,131,129,3760,718,1345,0.534,718,1344,0.534,0,1,0,369,603,0.612,487,796,1283,133,111,18,271,370,1805
Travis Diener,2001-02,Marquette,CUSA,FR,33,3,781,77,179,0.43,20,50,0.4,57,129,0.442,51,67,0.761,15,66,81,86,39,2,27,63,262
Travis Diener,2002-03,Marquette,CUSA,SO,33,33,1146,124,313,0.396,55,123,0.447,69,190,0.363,74,91,0.813,13,92,105,184,47,5,71,66,391
Travis Diener,2003-04,Marquette,CUSA,JR,31,31,1060,179,424,0.422,89,224,0.397,90,200,0.45,136,154,0.883,21,76,97,187,41,0,74,76,584
Travis Diener,2004-05,Marquette,CUSA,SR,23,22,783,131,312,0.42,63,144,0.438,68,168,0.405,124,148,0.838,15,75,90,160,31,1,58,46,454
Travis Diener,Career,Marquette,,,120,89,3770,511,1228,0.416,227,541,0.42,284,687,0.413,385,460,0.837,64,309,373,617,158,8,230,251,1691
Chandler Parsons,2007-08,Florida,SEC,FR,36,0,744,103,218,0.472,68,110,0.618,35,108,0.324,52,83,0.627,47,96,143,51,18,8,36,60,293
Chandler Parsons,2008-09,Florida,SEC,SO,36,28,937,128,278,0.46,91,155,0.587,37,123,0.301,39,70,0.557,72,132,204,64,38,14,50,85,332
Chandler Parsons,2009-10,Florida,SEC,JR,34,18,1054,141,286,0.493,103,180,0.572,38,106,0.358,100,151,0.662,77,156,233,88,39,5,67,70,420
Chandler Parsons,2010-11,Florida,SEC,SR,36,35,1229,155,323,0.48,112,206,0.544,43,117,0.368,54,97,0.557,74,205,279,136,34,15,81,67,407
Chandler Parsons,Career,Florida,,,142,81,3964,527,1105,0.477,374,651,0.575,153,454,0.337,245,401,0.611,270,589,859,339,129,42,234,282,1452
Patrick McCaw,2014-15,UNLV,MWC,FR,32,16,947,105,261,0.402,48,106,0.453,57,155,0.368,40,56,0.714,23,81,104,86,48,10,57,49,307
Patrick McCaw,2015-16,UNLV,MWC,SO,33,32,1113,168,361,0.465,100,175,0.571,68,186,0.366,82,106,0.774,38,131,169,128,81,13,68,73,486
Patrick McCaw,Career,UNLV,,,65,48,2060,273,622,0.439,148,281,0.527,125,341,0.367,122,162,0.753,61,212,273,214,129,23,125,122,793
Nate Wolters,2009-10,South Dakota State,Summit,FR,29,11,703,80,210,0.381,61,157,0.389,19,53,0.358,113,136,0.831,21,80,101,85,35,8,60,52,292
Nate Wolters,2010-11,South Dakota State,Summit,SO,31,31,1029,201,449,0.448,159,346,0.46,42,103,0.408,160,201,0.796,32,110,142,188,41,7,68,63,604
Nate Wolters,2011-12,South Dakota State,Summit,JR,34,34,1216,250,558,0.448,217,421,0.515,33,137,0.241,188,240,0.783,31,143,174,202,59,2,75,63,721
Nate Wolters,2012-13,South Dakota State,Summit,SR,33,33,1256,242,499,0.485,178,330,0.539,64,169,0.379,187,230,0.813,36,148,184,193,57,4,77,51,735
Nate Wolters,Career,South Dakota State,,,127,109,4204,773,1716,0.45,615,1254,0.49,158,462,0.342,648,807,0.803,120,481,601,668,192,21,280,229,2352
Rashard Griffith,1993-94,Wisconsin,Big Ten,FR,25,24,672,127,236,0.538,127,236,0.538,0,0,,94,162,0.58,,,212,24,9,66,61,67,348
Rashard Griffith,1994-95,Wisconsin,Big Ten,SO,26,26,756,167,295,0.566,167,295,0.566,0,0,,113,195,0.579,,,281,21,11,58,76,69,447
Rashard Griffith,Career,Wisconsin,,,51,50,1428,294,531,0.554,294,531,0.554,0,0,,207,357,0.58,,,493,45,20,124,137,136,795
Laron Profit,1995-96,Maryland,ACC,FR,27,0,366,54,112,0.482,42,79,0.532,12,33,0.364,34,45,0.756,,,74,32,40,6,55,43,154
Laron Profit,1996-97,Maryland,ACC,SO,32,30,1033,160,337,0.475,125,238,0.525,35,99,0.354,57,91,0.626,,,171,78,57,21,87,70,412
Laron Profit,1997-98,Maryland,ACC,JR,32,32,1008,184,412,0.447,150,295,0.508,34,117,0.291,104,147,0.707,,,165,104,87,36,89,87,506
Laron Profit,1998-99,Maryland,ACC,SR,34,34,982,185,368,0.503,161,291,0.553,24,77,0.312,100,148,0.676,,,162,73,68,13,86,77,494
Laron Profit,Career,Maryland,,,125,96,3389,583,1229,0.474,478,903,0.529,105,326,0.322,295,431,0.684,,,572,287,252,76,317,277,1566
Royal Ivey,2000-01,Texas,Big 12,FR,33,26,520,31,85,0.365,28,73,0.384,3,12,0.25,29,44,0.659,11,43,54,57,24,5,44,71,94
Royal Ivey,2001-02,Texas,Big 12,SO,34,34,962,133,280,0.475,107,211,0.507,26,69,0.377,78,100,0.78,60,60,120,48,28,8,56,105,370
Royal Ivey,2002-03,Texas,Big 12,JR,33,33,826,92,194,0.474,80,149,0.537,12,45,0.267,65,84,0.774,38,61,99,54,31,4,44,94,261
Royal Ivey,2003-04,Texas,Big 12,SR,33,33,979,111,248,0.448,99,217,0.456,12,31,0.387,77,123,0.626,42,91,133,141,41,8,51,83,311
Royal Ivey,Career,Texas,,,133,126,3287,367,807,0.455,314,650,0.483,53,157,0.338,249,351,0.709,151,255,406,300,124,25,195,353,1036
Kyle Weaver,2004-05,Washington State,Pac-10,FR,25,10,489,46,119,0.387,44,97,0.454,2,22,0.091,27,49,0.551,26,53,79,50,15,9,47,41,121
Kyle Weaver,2005-06,Washington State,Pac-10,SO,27,25,802,85,176,0.483,77,147,0.524,8,29,0.276,55,80,0.688,35,81,116,107,39,19,83,64,233
Kyle Weaver,2006-07,Washington State,Pac-10,JR,34,33,1152,133,273,0.487,124,235,0.528,9,38,0.237,107,139,0.77,56,135,191,157,74,40,93,73,382
Kyle Weaver,2007-08,Washington State,Pac-10,SR,35,35,1159,138,298,0.463,114,232,0.491,24,66,0.364,126,172,0.733,37,147,184,151,60,25,97,66,426
Kyle Weaver,Career,Washington State,,,121,103,3602,402,866,0.464,359,711,0.505,43,155,0.277,315,440,0.716,154,416,570,465,188,93,320,244,1162
Doug West,1985-86,Villanova,Big East,FR,37,,995,158,307,0.515,,,,,,,60,88,0.682,,,136,32,25,16,78,125,376
Doug West,1986-87,Villanova,Big East,SO,31,,1022,180,376,0.479,164,333,0.492,16,43,0.372,94,129,0.729,,,151,51,19,9,59,89,470
Doug West,1987-88,Villanova,Big East,JR,37,37,1281,215,433,0.497,154,290,0.531,61,143,0.427,92,127,0.724,,,181,82,36,10,81,100,583
Doug West,1988-89,Villanova,Big East,SR,33,33,1137,226,488,0.463,160,311,0.514,66,177,0.373,90,125,0.72,,,162,92,47,16,80,99,608
Doug West,Career,Villanova,,,138,70,4435,779,1604,0.486,431,831,0.512,143,363,0.394,336,469,0.716,,,630,257,127,51,298,413,2037
Jud Buechler,1986-87,Arizona,Pac-10,FR,30,9,474,54,111,0.486,44,86,0.512,10,25,0.4,16,28,0.571,,,68,35,10,3,27,34,134
Jud Buechler,1987-88,Arizona,Pac-10,SO,36,0,422,64,124,0.516,60,115,0.522,4,9,0.444,38,58,0.655,,,87,41,15,8,35,41,170
Jud Buechler,1988-89,Arizona,Pac-10,JR,33,33,962,139,229,0.607,138,224,0.616,1,5,0.2,84,103,0.816,,,219,51,51,12,47,85,363
Jud Buechler,1989-90,Arizona,Pac-10,SR,32,32,1072,182,338,0.538,157,272,0.577,25,66,0.379,88,115,0.765,,,264,129,40,12,87,67,477
Jud Buechler,Career,Arizona,,,131,74,2930,439,802,0.547,399,697,0.572,40,105,0.381,226,304,0.743,,,638,256,116,35,196,227,1144
Quincy Miller,2011-12,Baylor,Big 12,FR,37,35,903,138,309,0.447,114,240,0.475,24,69,0.348,93,114,0.816,54,128,182,53,25,24,66,69,393
Quincy Miller,Career,Baylor,,,37,35,903,138,309,0.447,114,240,0.475,24,69,0.348,93,114,0.816,54,128,182,53,25,24,66,69,393
Andy Rautins,2005-06,Syracuse,Big East,FR,20,0,159,20,53,0.377,5,7,0.714,15,46,0.326,3,6,0.5,5,12,17,13,6,2,4,23,58
Andy Rautins,2006-07,Syracuse,Big East,SO,35,20,741,84,226,0.372,17,38,0.447,67,188,0.356,17,24,0.708,15,54,69,51,45,6,46,62,252
Andy Rautins,2008-09,Syracuse,Big East,JR,37,10,1059,126,332,0.38,24,53,0.453,102,279,0.366,33,45,0.733,13,110,123,112,52,6,73,75,387
Andy Rautins,2009-10,Syracuse,Big East,SR,35,35,1137,130,297,0.438,32,56,0.571,98,241,0.407,66,81,0.815,18,100,118,171,69,8,98,76,424
Andy Rautins,Career,Syracuse,,,127,65,3096,360,908,0.396,78,154,0.506,282,754,0.374,119,156,0.763,51,276,327,347,172,22,221,236,1121
Steve Blake,1999-00,Maryland,ACC,FR,35,33,1115,86,211,0.408,49,109,0.45,37,102,0.363,35,51,0.686,,,106,217,71,10,127,81,244
Steve Blake,2000-01,Maryland,ACC,SO,36,36,1036,83,208,0.399,46,114,0.404,37,94,0.394,45,63,0.714,25,83,108,248,57,7,111,83,248
Steve Blake,2001-02,Maryland,ACC,JR,36,36,1153,91,238,0.382,47,110,0.427,44,128,0.344,61,74,0.824,20,117,137,286,56,16,116,72,287
Steve Blake,2002-03,Maryland,ACC,SR,31,31,1009,114,275,0.415,50,121,0.413,64,154,0.416,68,83,0.819,22,92,114,221,50,5,99,54,360
Steve Blake,Career,Maryland,,,138,136,4313,374,932,0.401,192,454,0.423,182,478,0.381,209,271,0.771,67,292,465,972,234,38,453,290,1139
Darrun Hilliard,2011-12,Villanova,Big East,FR,29,9,524,47,126,0.373,26,54,0.481,21,72,0.292,23,30,0.767,13,58,71,28,13,8,22,51,138
Darrun Hilliard,2012-13,Villanova,Big East,SO,34,34,1015,117,290,0.403,78,166,0.47,39,124,0.315,113,153,0.739,12,84,96,56,56,10,66,77,386
Darrun Hilliard,2013-14,Villanova,Big East,JR,34,34,991,157,323,0.486,87,154,0.565,70,169,0.414,102,142,0.718,30,94,124,90,44,17,76,68,486
Darrun Hilliard,2014-15,Villanova,Big East,SR,35,35,1007,170,386,0.44,91,182,0.5,79,204,0.387,82,103,0.796,16,93,109,74,63,12,42,78,501
Darrun Hilliard,Career,Villanova,,,132,112,3537,491,1125,0.436,282,556,0.507,209,569,0.367,320,428,0.748,71,329,400,248,176,47,206,274,1511
Rod Grizzard,1999-00,Alabama,SEC,FR,29,24,808,135,352,0.384,78,160,0.488,57,192,0.297,55,74,0.743,,,149,34,28,37,69,59,382
Rod Grizzard,2000-01,Alabama,SEC,SO,36,36,1146,197,495,0.398,127,281,0.452,70,214,0.327,147,181,0.812,61,159,220,75,40,38,91,93,611
Rod Grizzard,2001-02,Alabama,SEC,JR,35,34,1078,166,392,0.423,126,248,0.508,40,144,0.278,122,158,0.772,60,153,213,62,38,25,80,76,494
Rod Grizzard,Career,Alabama,,,100,94,3032,498,1239,0.402,331,689,0.48,167,550,0.304,324,413,0.785,121,312,582,171,106,100,240,228,1487
Steve Scheffler,1986-87,Purdue,Big Ten,FR,16,0,73,9,16,0.563,9,16,0.563,0,0,,6,14,0.429,,,24,2,2,0,3,3,24
Steve Scheffler,1987-88,Purdue,Big Ten,SO,33,1,548,80,113,0.708,80,113,0.708,0,0,,65,100,0.65,,,144,13,7,6,25,79,225
Steve Scheffler,1988-89,Purdue,Big Ten,JR,31,29,830,146,219,0.667,146,219,0.667,0,0,,111,143,0.776,,,187,28,9,5,38,71,403
Steve Scheffler,1989-90,Purdue,Big Ten,SR,30,30,996,173,248,0.698,173,248,0.698,0,0,,157,195,0.805,,,183,36,10,6,60,64,503
Steve Scheffler,Career,Purdue,,,110,60,2447,408,596,0.685,408,596,0.685,0,0,,339,452,0.75,,,538,79,28,17,126,217,1155
Ed Horton,1985-86,Iowa,Big Ten,FR,30,2,382,44,104,0.423,,,,,,,22,50,0.44,,,117,13,13,7,37,79,110
Ed Horton,1986-87,Iowa,Big Ten,SO,35,24,707,106,228,0.465,106,228,0.465,0,0,,61,104,0.587,,,197,52,15,13,66,91,273
Ed Horton,1987-88,Iowa,Big Ten,JR,34,24,794,160,301,0.532,160,299,0.535,0,2,0,65,117,0.556,,,213,61,24,6,83,116,385
Ed Horton,1988-89,Iowa,Big Ten,SR,33,33,1054,250,453,0.552,249,447,0.557,1,6,0.167,103,181,0.569,,,350,70,29,13,127,103,604
Ed Horton,Career,Iowa,,,132,83,2937,560,1086,0.516,413,832,0.529,1,8,0.125,251,452,0.555,,,877,196,81,39,313,389,1372
Jeff Withey,2009-10,Kansas,Big 12,FR,15,0,45,7,13,0.538,7,13,0.538,0,0,,5,9,0.556,5,16,21,0,1,6,3,7,19
Jeff Withey,2010-11,Kansas,Big 12,SO,26,1,162,22,34,0.647,22,34,0.647,0,0,,17,33,0.515,20,26,46,5,5,19,12,27,61
Jeff Withey,2011-12,Kansas,Big 12,JR,39,39,968,113,211,0.536,113,211,0.536,0,0,,124,156,0.795,81,165,246,29,25,140,50,97,350
Jeff Withey,2012-13,Kansas,Big 12,SR,37,36,1144,185,318,0.582,184,317,0.58,1,1,1,137,192,0.714,79,236,315,35,28,146,73,77,508
Jeff Withey,Career,Kansas,,,117,76,2319,327,576,0.568,326,575,0.567,1,1,1,283,390,0.726,185,443,628,69,59,311,138,208,938
Landry Fields,2006-07,Stanford,Pac-10,FR,30,0,420,45,124,0.363,25,58,0.431,20,66,0.303,15,23,0.652,24,50,74,22,7,4,24,29,125
Landry Fields,2007-08,Stanford,Pac-10,SO,33,0,415,46,127,0.362,24,65,0.369,22,62,0.355,20,32,0.625,17,50,67,33,11,7,27,38,134
Landry Fields,2008-09,Stanford,Pac-10,JR,34,33,1045,160,321,0.498,128,234,0.547,32,87,0.368,78,120,0.65,79,147,226,66,42,18,63,70,430
Landry Fields,2009-10,Stanford,Pac-10,SR,32,32,1161,248,506,0.49,219,420,0.521,29,86,0.337,179,257,0.696,81,199,280,89,51,25,83,65,704
Landry Fields,Career,Stanford,,,129,65,3041,499,1078,0.463,396,777,0.51,103,301,0.342,292,432,0.676,201,446,647,210,111,54,197,202,1393
Rafer Alston,1997-98,Fresno State,WAC,JR,33,,1030,124,309,0.401,58,113,0.513,66,196,0.337,50,66,0.758,,,71,240,70,12,111,96,364
Rafer Alston,Career,Fresno State,,,33,20,1030,124,309,0.401,58,113,0.513,66,196,0.337,50,66,0.758,,,71,240,70,12,111,96,364
Michael Wright,1998-99,Arizona,Pac-10,FR,29,25,791,135,243,0.556,135,241,0.56,0,2,0,134,182,0.736,,,254,8,12,13,47,68,404
Michael Wright,1999-00,Arizona,Pac-10,SO,34,34,1059,190,334,0.569,189,333,0.568,1,1,1,145,203,0.714,,,297,21,20,5,67,62,526
Michael Wright,2000-01,Arizona,Pac-10,JR,36,36,1004,202,340,0.594,202,337,0.599,0,3,0,157,197,0.797,119,162,281,11,20,10,63,85,561
Michael Wright,Career,Arizona,,,99,95,2854,527,917,0.575,526,911,0.577,1,6,0.167,436,582,0.749,119,162,832,40,52,28,177,215,1491
Khris Middleton,2009-10,Texas A&M,Big 12,FR,34,22,710,79,190,0.416,46,88,0.523,33,102,0.324,54,72,0.75,41,84,125,37,29,10,41,80,245
Khris Middleton,2010-11,Texas A&M,Big 12,SO,33,33,978,159,353,0.45,120,245,0.49,39,108,0.361,116,148,0.784,64,108,172,93,39,2,89,70,473
Khris Middleton,2011-12,Texas A&M,Big 12,JR,20,17,575,102,246,0.415,82,169,0.485,20,77,0.26,39,52,0.75,26,73,99,45,19,5,43,37,263
Khris Middleton,Career,Texas A&M,,,87,72,2263,340,789,0.431,248,502,0.494,92,287,0.321,209,272,0.768,131,265,396,175,87,17,173,187,981
David Noel III,2002-03,UNC,ACC,FR,35,17,766,84,166,0.506,68,109,0.624,16,57,0.281,23,43,0.535,42,81,123,49,45,18,50,61,207
David Noel III,2003-04,UNC,ACC,SO,24,3,510,50,89,0.562,48,77,0.623,2,12,0.167,28,45,0.622,55,62,117,35,24,8,41,55,130
David Noel III,2004-05,UNC,ACC,JR,37,0,627,57,104,0.548,50,84,0.595,7,20,0.35,22,41,0.537,36,62,98,56,34,11,33,54,143
David Noel III,2005-06,UNC,ACC,SR,31,31,1045,158,297,0.532,119,205,0.58,39,92,0.424,45,72,0.625,76,135,211,107,34,23,95,84,400
David Noel III,Career,UNC,,,127,51,2948,349,656,0.532,285,475,0.6,64,181,0.354,118,201,0.587,209,340,549,247,137,60,219,254,880
Jerami Grant,2012-13,Syracuse,Big East,FR,40,9,572,54,117,0.462,48,102,0.471,6,15,0.4,41,73,0.562,46,72,118,18,17,18,26,54,155
Jerami Grant,2013-14,Syracuse,ACC,SO,32,20,1005,133,268,0.496,133,263,0.506,0,5,0,120,178,0.674,78,139,217,44,26,18,37,75,386
Jerami Grant,Career,Syracuse,,,72,29,1577,187,385,0.486,181,365,0.496,6,20,0.3,161,251,0.641,124,211,335,62,43,36,63,129,541
Chris Duhon,2000-01,Duke,ACC,FR,39,10,1085,92,217,0.424,48,95,0.505,44,122,0.361,52,80,0.65,38,86,124,174,77,1,61,65,280
Chris Duhon,2001-02,Duke,ACC,SO,35,34,1229,100,244,0.41,46,85,0.541,54,159,0.34,59,83,0.711,18,91,109,208,81,3,92,68,313
Chris Duhon,2002-03,Duke,ACC,JR,33,32,1188,102,264,0.386,67,136,0.493,35,128,0.273,66,96,0.688,23,83,106,212,62,5,98,59,305
Chris Duhon,2003-04,Duke,ACC,SR,37,37,1311,138,308,0.448,109,212,0.514,29,96,0.302,65,90,0.722,30,120,150,225,80,7,104,76,370
Chris Duhon,Career,Duke,,,144,113,4813,432,1033,0.418,270,528,0.511,162,505,0.321,242,349,0.693,109,380,489,819,300,16,355,268,1268
Lavor Postell,1996-97,St. John's (NY),Big East,FR,27,27,689,51,140,0.364,42,93,0.452,9,47,0.191,41,62,0.661,,,89,60,34,14,71,83,152
Lavor Postell,1997-98,St. John's (NY),Big East,SO,32,32,931,100,221,0.452,83,170,0.488,17,51,0.333,100,121,0.826,,,162,50,33,11,54,69,317
Lavor Postell,1998-99,St. John's (NY),Big East,JR,37,12,1001,172,387,0.444,131,288,0.455,41,99,0.414,100,126,0.794,,,236,35,32,12,52,68,485
Lavor Postell,1999-00,St. John's (NY),Big East,SR,33,33,1155,171,400,0.428,146,315,0.463,25,85,0.294,106,131,0.809,,,229,60,30,21,49,79,473
Lavor Postell,Career,St. John's (NY),,,129,104,3776,494,1148,0.43,402,866,0.464,92,282,0.326,347,440,0.789,,,716,205,129,58,226,299,1427
A.J. Bramlett,1995-96,Arizona,Pac-10,FR,30,0,251,24,47,0.511,24,47,0.511,0,0,,10,28,0.357,,,56,8,8,6,6,37,58
A.J. Bramlett,1996-97,Arizona,Pac-10,SO,33,28,788,108,204,0.529,108,203,0.532,0,1,0,50,95,0.526,,,229,19,25,22,50,105,266
A.J. Bramlett,1997-98,Arizona,Pac-10,JR,35,35,931,143,278,0.514,143,278,0.514,0,0,,77,135,0.57,,,259,39,30,36,47,107,363
A.J. Bramlett,1998-99,Arizona,Pac-10,SR,29,29,909,160,299,0.535,160,298,0.537,0,1,0,91,158,0.576,,,273,36,24,37,57,94,411
A.J. Bramlett,Career,Arizona,,,127,92,2879,435,828,0.525,435,826,0.527,0,2,0,228,416,0.548,,,817,102,87,101,160,343,1098
Thomas Hill,1989-90,Duke,ACC,FR,34,0,430,46,89,0.517,43,82,0.524,3,7,0.429,22,35,0.629,,,74,25,24,6,22,49,117
Thomas Hill,1990-91,Duke,ACC,SO,39,23,908,164,297,0.552,143,245,0.584,21,52,0.404,101,136,0.743,,,142,51,59,15,55,67,450
Thomas Hill,1991-92,Duke,ACC,JR,36,34,1102,196,367,0.534,159,276,0.576,37,91,0.407,96,125,0.768,,,121,54,60,16,50,75,525
Thomas Hill,1992-93,Duke,ACC,SR,32,32,1022,184,384,0.479,150,288,0.521,34,96,0.354,100,147,0.68,,,151,47,51,12,62,73,502
Thomas Hill,Career,Duke,,,141,89,3462,590,1137,0.519,495,891,0.556,95,246,0.386,319,443,0.72,,,488,177,194,49,189,264,1594
Donny Marshall,1991-92,UConn,Big East,FR,27,1,241,17,46,0.37,17,46,0.37,0,0,,17,24,0.708,,,43,10,10,0,12,38,51
Donny Marshall,1992-93,UConn,Big East,SO,28,,677,81,174,0.466,80,171,0.468,1,3,0.333,54,71,0.761,,,118,31,32,4,54,85,217
Donny Marshall,1993-94,UConn,Big East,JR,34,34,999,152,294,0.517,129,230,0.561,23,64,0.359,96,124,0.774,,,186,44,48,8,76,81,423
Donny Marshall,1994-95,UConn,Big East,SR,32,32,976,173,379,0.456,149,287,0.519,24,92,0.261,136,164,0.829,,,187,44,37,5,72,72,506
Donny Marshall,Career,UConn,,,121,67,2893,423,893,0.474,375,734,0.511,48,159,0.302,303,383,0.791,,,534,129,127,17,214,276,1197
Bimbo Coles,1986-87,Virginia Tech,Metro,FR,28,18,752,101,245,0.412,101,231,0.437,0,14,0,78,109,0.716,36,49,85,112,34,5,72,87,280
Bimbo Coles,1987-88,Virginia Tech,Metro,SO,29,29,990,241,544,0.443,221,482,0.459,20,62,0.323,200,270,0.741,,,103,172,60,7,91,92,702
Bimbo Coles,1988-89,Virginia Tech,Metro,JR,27,27,924,249,547,0.455,187,381,0.491,62,166,0.373,157,200,0.785,,,111,141,52,3,81,73,717
Bimbo Coles,1989-90,Virginia Tech,Metro,SR,31,,1147,280,693,0.404,213,475,0.448,67,218,0.307,158,214,0.738,,,147,122,70,13,101,84,785
Bimbo Coles,Career,Virginia Tech,,,115,74,3813,871,2029,0.429,722,1569,0.46,149,460,0.324,593,793,0.748,36,49,446,547,216,28,345,336,2484
Grant Jerrett,2012-13,Arizona,Pac-12,FR,34,2,606,63,154,0.409,31,75,0.413,32,79,0.405,18,22,0.818,37,85,122,18,16,33,19,44,176
Grant Jerrett,Career,Arizona,,,34,2,606,63,154,0.409,31,75,0.413,32,79,0.405,18,22,0.818,37,85,122,18,16,33,19,44,176
Marcus Mann,1994-95,Mississippi Valley State,SWAC,JR,27,,807,192,349,0.55,192,349,0.55,0,0,,68,114,0.596,,,317,24,30,9,38,47,452
Marcus Mann,1995-96,Mississippi Valley State,SWAC,SR,29,,1010,251,415,0.605,250,413,0.605,1,2,0.5,126,197,0.64,,,394,45,39,29,74,60,629
Marcus Mann,Career,Mississippi Valley State,,,56,32,1817,443,764,0.58,442,762,0.58,1,2,0.5,194,311,0.624,,,711,69,69,38,112,107,1081
Steve Rogers,1987-88,Middle Tennessee,OVC,FR,28,0,258,25,50,0.5,23,39,0.59,2,11,0.182,35,58,0.603,,,49,17,11,8,22,34,87
Steve Rogers,1989-90,Alabama State,SWAC,SO,28,,985,286,548,0.522,240,416,0.577,46,132,0.348,213,291,0.732,,,185,107,86,4,92,71,831
Steve Rogers,1990-91,Alabama State,SWAC,JR,29,29,1060,273,546,0.5,217,399,0.544,56,147,0.381,250,332,0.753,,,206,121,72,13,90,79,852
Steve Rogers,1991-92,Alabama State,SWAC,SR,28,28,1026,233,505,0.461,150,308,0.487,83,197,0.421,215,274,0.785,,,182,130,66,10,88,68,764
Steve Rogers,Career,Overall,,,113,57,3329,817,1649,0.495,630,1162,0.542,187,487,0.384,713,955,0.747,,,622,375,235,35,292,252,2534
Steve Rogers,,Middle Tennessee,,,28,0,258,25,50,0.5,23,39,0.59,2,11,0.182,35,58,0.603,,,49,17,11,8,22,34,87
Steve Rogers,,Alabama State,,,85,57,3071,792,1599,0.495,607,1123,0.541,185,476,0.389,678,897,0.756,,,573,358,224,27,270,218,2447
Derrick Brown,2006-07,Xavier,A-10,FR,34,0,576,77,109,0.706,73,101,0.723,4,8,0.5,56,80,0.7,47,94,141,27,17,21,39,86,214
Derrick Brown,2007-08,Xavier,A-10,SO,37,37,1038,148,243,0.609,137,211,0.649,11,32,0.344,96,136,0.706,74,168,242,63,33,30,70,92,403
Derrick Brown,2008-09,Xavier,A-10,JR,35,35,1033,170,337,0.504,131,247,0.53,39,90,0.433,100,135,0.741,82,130,212,68,25,30,61,87,479
Derrick Brown,Career,Xavier,,,106,72,2647,395,689,0.573,341,559,0.61,54,130,0.415,252,351,0.718,203,392,595,158,75,81,170,265,1096
Josh Richardson,2011-12,Tennessee,SEC,FR,34,9,543,36,102,0.353,27,64,0.422,9,38,0.237,16,25,0.64,18,29,47,24,18,19,32,61,97
Josh Richardson,2012-13,Tennessee,SEC,SO,33,33,1013,99,211,0.469,90,169,0.533,9,42,0.214,54,78,0.692,41,102,143,51,35,23,55,82,261
Josh Richardson,2013-14,Tennessee,SEC,JR,37,36,1124,139,293,0.474,105,193,0.544,34,100,0.34,69,87,0.793,29,77,106,56,27,30,37,79,381
Josh Richardson,2014-15,Tennessee,SEC,SR,32,32,1162,184,399,0.461,138,271,0.509,46,128,0.359,99,124,0.798,28,115,143,115,67,16,85,79,513
Josh Richardson,Career,Tennessee,,,136,110,3842,458,1005,0.456,360,697,0.516,98,308,0.318,238,314,0.758,116,323,439,246,147,88,209,301,1252
Denham Brown,2002-03,UConn,Big East,FR,33,28,712,100,221,0.452,70,149,0.47,30,72,0.417,24,41,0.585,35,77,112,36,23,5,51,49,254
Denham Brown,2003-04,UConn,Big East,SO,39,27,975,130,297,0.438,94,205,0.459,36,92,0.391,51,70,0.729,37,116,153,48,21,3,58,55,347
Denham Brown,2004-05,UConn,Big East,JR,31,21,815,112,263,0.426,81,160,0.506,31,103,0.301,68,84,0.81,28,96,124,47,25,7,44,40,323
Denham Brown,2005-06,UConn,Big East,SR,32,20,754,117,290,0.403,87,198,0.439,30,92,0.326,79,91,0.868,42,99,141,44,25,12,53,53,343
Denham Brown,Career,UConn,,,135,96,3256,459,1071,0.429,332,712,0.466,127,359,0.354,222,286,0.776,142,388,530,175,94,27,206,197,1267
Hanno Mottola,1996-97,Utah,WAC,FR,32,1,560,78,133,0.586,78,131,0.595,0,2,0,48,77,0.623,,,91,29,8,9,38,95,204
Hanno Mottola,1997-98,Utah,WAC,SO,34,34,958,158,323,0.489,142,268,0.53,16,55,0.291,92,122,0.754,65,116,181,27,12,16,78,76,424
